"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 07 20:09:46 GMT 2023","Sun May 07 20:10:03 GMT 2023","17394","tests","test_login","TestLogin","","","Visual testing login page, should pass","Visual testing login page, should pass"
"passed","Sun May 07 20:09:14 GMT 2023","Sun May 07 20:09:31 GMT 2023","16797","tests","test_login","TestLogin","","","Visual testing login page, should pass","Visual testing login page, should pass"
"broken","Sun May 07 20:08:31 GMT 2023","Sun May 07 20:08:56 GMT 2023","24400","tests","test_login","TestLogin","","","Visual testing login page, should fail","Visual testing login page, should fail"
"broken","Sun May 07 20:08:43 GMT 2023","Sun May 07 20:09:16 GMT 2023","32548","tests","test_login","TestLogin","","","Visual testing login page, should fail","Visual testing login page, should fail"
